task,seed,architecture,layer,target_name,num_classes,train_accuracy,val_accuracy
dyck_2,42,gru,layer_2,max_depth,7,0.930176,0.914062
dyck_2,43,transformer,embedding,max_depth,7,0.573242,0.541016
dyck_2,43,transformer,layer_1,max_depth,7,0.816895,0.785156
dyck_2,43,transformer,layer_2,max_depth,7,0.802246,0.779297
dyck_2,43,lstm,embedding,max_depth,7,0.573242,0.541016
dyck_2,43,lstm,layer_1,max_depth,7,0.983887,0.953125
dyck_2,43,lstm,layer_2,max_depth,7,0.970215,0.927734
dyck_2,43,gru,embedding,max_depth,7,0.573242,0.541016
dyck_2,43,gru,layer_1,max_depth,7,0.838867,0.794922
dyck_2,43,gru,layer_2,max_depth,7,0.71875,0.697266
dyck_2,44,transformer,embedding,max_depth,7,0.573242,0.541016
dyck_2,44,transformer,layer_1,max_depth,7,0.865234,0.851562
dyck_2,44,transformer,layer_2,max_depth,7,0.841309,0.802734
dyck_2,44,lstm,embedding,max_depth,7,0.573242,0.541016
dyck_2,44,lstm,layer_1,max_depth,7,0.981934,0.970703
dyck_2,44,lstm,layer_2,max_depth,7,0.97998,0.958984
dyck_2,44,gru,embedding,max_depth,7,0.573242,0.541016
dyck_2,44,gru,layer_1,max_depth,7,0.902832,0.896484
dyck_2,44,gru,layer_2,max_depth,7,0.786621,0.765625
dyck_2,45,transformer,embedding,max_depth,7,0.573242,0.541016
dyck_2,45,transformer,layer_1,max_depth,7,0.852539,0.847656
dyck_2,45,transformer,layer_2,max_depth,7,0.833984,0.832031
dyck_2,45,lstm,embedding,max_depth,7,0.573242,0.541016
dyck_2,45,lstm,layer_1,max_depth,7,0.982422,0.955078
dyck_2,45,lstm,layer_2,max_depth,7,0.966797,0.945312
dyck_2,45,gru,embedding,max_depth,7,0.573242,0.541016
dyck_2,45,gru,layer_1,max_depth,7,0.996094,0.943359
dyck_2,45,gru,layer_2,max_depth,7,0.982422,0.960938
dyck_2,46,transformer,embedding,max_depth,7,0.572266,0.541016
dyck_2,46,transformer,layer_1,max_depth,7,0.851562,0.828125
dyck_2,46,transformer,layer_2,max_depth,7,0.842773,0.814453
dyck_2,46,lstm,embedding,max_depth,7,0.573242,0.541016
dyck_2,46,lstm,layer_1,max_depth,7,0.983398,0.962891
dyck_2,46,lstm,layer_2,max_depth,7,0.969727,0.949219
dyck_2,46,gru,embedding,max_depth,7,0.573242,0.541016
dyck_2,46,gru,layer_1,max_depth,7,0.993164,0.980469
dyck_2,46,gru,layer_2,max_depth,7,0.986816,0.966797
dyck_2,47,transformer,embedding,max_depth,7,0.573242,0.541016
dyck_2,47,transformer,layer_1,max_depth,7,0.826172,0.810547
dyck_2,47,transformer,layer_2,max_depth,7,0.819824,0.787109
dyck_2,47,lstm,embedding,max_depth,7,0.573242,0.541016
dyck_2,47,lstm,layer_1,max_depth,7,0.98291,0.958984
dyck_2,47,lstm,layer_2,max_depth,7,0.932129,0.890625
dyck_2,47,gru,embedding,max_depth,7,0.573242,0.541016
dyck_2,47,gru,layer_1,max_depth,7,0.991211,0.972656
dyck_2,47,gru,layer_2,max_depth,7,0.981934,0.966797
dyck_2,48,transformer,embedding,max_depth,7,0.573242,0.541016
dyck_2,48,transformer,layer_1,max_depth,7,0.852539,0.806641
dyck_2,48,transformer,layer_2,max_depth,7,0.815918,0.775391
dyck_2,48,lstm,embedding,max_depth,7,0.573242,0.541016
dyck_2,48,lstm,layer_1,max_depth,7,0.974121,0.960938
dyck_2,48,lstm,layer_2,max_depth,7,0.929199,0.904297
dyck_2,48,gru,embedding,max_depth,7,0.573242,0.541016
dyck_2,48,gru,layer_1,max_depth,7,0.990234,0.964844
dyck_2,48,gru,layer_2,max_depth,7,0.976562,0.96875
dyck_2,49,transformer,embedding,max_depth,7,0.573242,0.541016
dyck_2,49,transformer,layer_1,max_depth,7,0.870605,0.835938
dyck_2,49,transformer,layer_2,max_depth,7,0.839355,0.808594
dyck_2,49,lstm,embedding,max_depth,7,0.573242,0.541016
dyck_2,49,lstm,layer_1,max_depth,7,0.972168,0.939453
dyck_2,49,lstm,layer_2,max_depth,7,0.907227,0.888672
dyck_2,49,gru,embedding,max_depth,7,0.573242,0.541016
dyck_2,49,gru,layer_1,max_depth,7,0.992676,0.966797
dyck_2,49,gru,layer_2,max_depth,7,0.975586,0.96875
induction,42,transformer,embedding,target_value,4,0.537109,0.466797
induction,42,transformer,layer_1,target_value,4,0.564941,0.503906
induction,42,transformer,layer_2,target_value,4,0.603027,0.552734
induction,42,lstm,embedding,target_value,4,0.537109,0.466797
induction,42,lstm,layer_1,target_value,4,0.705566,0.662109
induction,42,lstm,layer_2,target_value,4,0.70166,0.626953
induction,42,gru,embedding,target_value,4,0.537109,0.466797
induction,42,gru,layer_1,target_value,4,0.941406,0.910156
induction,42,gru,layer_2,target_value,4,0.942383,0.919922
induction,43,transformer,embedding,target_value,4,0.537109,0.466797
induction,43,transformer,layer_1,target_value,4,0.555176,0.501953
induction,43,transformer,layer_2,target_value,4,0.509766,0.501953
induction,43,lstm,embedding,target_value,4,0.537109,0.466797
induction,43,lstm,layer_1,target_value,4,0.671387,0.556641
induction,43,lstm,layer_2,target_value,4,0.657227,0.595703
induction,43,gru,embedding,target_value,4,0.537109,0.466797
induction,43,gru,layer_1,target_value,4,0.87793,0.845703
induction,43,gru,layer_2,target_value,4,0.88916,0.861328
induction,44,transformer,embedding,target_value,4,0.537109,0.466797
induction,44,transformer,layer_1,target_value,4,0.62207,0.582031
induction,44,transformer,layer_2,target_value,4,0.679688,0.636719
induction,44,lstm,embedding,target_value,4,0.537109,0.466797
induction,44,lstm,layer_1,target_value,4,0.682617,0.626953
induction,44,lstm,layer_2,target_value,4,0.617188,0.548828
induction,44,gru,embedding,target_value,4,0.537109,0.466797
induction,44,gru,layer_1,target_value,4,0.818848,0.792969
induction,44,gru,layer_2,target_value,4,0.782227,0.748047
induction,45,transformer,embedding,target_value,4,0.537109,0.466797
induction,45,transformer,layer_1,target_value,4,0.578613,0.517578
induction,45,transformer,layer_2,target_value,4,0.609863,0.533203
induction,45,lstm,embedding,target_value,4,0.537109,0.466797
induction,45,lstm,layer_1,target_value,4,0.724609,0.650391
induction,45,lstm,layer_2,target_value,4,0.669434,0.599609
induction,45,gru,embedding,target_value,4,0.537109,0.466797
induction,45,gru,layer_1,target_value,4,0.807129,0.755859
induction,45,gru,layer_2,target_value,4,0.793457,0.712891
induction,46,transformer,embedding,target_value,4,0.537109,0.466797
induction,46,transformer,layer_1,target_value,4,0.600098,0.533203
induction,46,transformer,layer_2,target_value,4,0.650391,0.611328
induction,46,lstm,embedding,target_value,4,0.537109,0.466797
induction,46,lstm,layer_1,target_value,4,0.716797,0.646484
induction,46,lstm,layer_2,target_value,4,0.693359,0.638672
induction,46,gru,embedding,target_value,4,0.537109,0.466797
induction,46,gru,layer_1,target_value,4,0.950684,0.931641
induction,46,gru,layer_2,target_value,4,0.936523,0.917969
induction,47,transformer,embedding,target_value,4,0.537109,0.466797
induction,47,transformer,layer_1,target_value,4,0.571289,0.486328
induction,47,transformer,layer_2,target_value,4,0.614746,0.544922
induction,47,lstm,embedding,target_value,4,0.537109,0.466797
induction,47,lstm,layer_1,target_value,4,0.718262,0.630859
induction,47,lstm,layer_2,target_value,4,0.673828,0.582031
induction,47,gru,embedding,target_value,4,0.537109,0.466797
induction,47,gru,layer_1,target_value,4,0.910156,0.904297
induction,47,gru,layer_2,target_value,4,0.898438,0.865234
induction,48,transformer,embedding,target_value,4,0.537109,0.466797
induction,48,transformer,layer_1,target_value,4,0.580078,0.533203
induction,48,transformer,layer_2,target_value,4,0.660156,0.609375
induction,48,lstm,embedding,target_value,4,0.537109,0.466797
induction,48,lstm,layer_1,target_value,4,0.757812,0.685547
induction,48,lstm,layer_2,target_value,4,0.706543,0.642578
induction,48,gru,embedding,target_value,4,0.537109,0.466797
induction,48,gru,layer_1,target_value,4,0.848633,0.806641
induction,48,gru,layer_2,target_value,4,0.905273,0.880859
induction,49,transformer,embedding,target_value,4,0.537109,0.466797
induction,49,transformer,layer_1,target_value,4,0.598145,0.513672
induction,49,transformer,layer_2,target_value,4,0.606445,0.546875
induction,49,lstm,embedding,target_value,4,0.537109,0.466797
induction,49,lstm,layer_1,target_value,4,0.833984,0.800781
induction,49,lstm,layer_2,target_value,4,0.808105,0.777344
induction,49,gru,embedding,target_value,4,0.537109,0.466797
induction,49,gru,layer_1,target_value,4,0.881348,0.828125
induction,49,gru,layer_2,target_value,4,0.895996,0.845703
associative_recall,42,transformer,embedding,target_value,4,0.362793,0.34375
associative_recall,42,transformer,layer_1,target_value,4,0.432617,0.394531
associative_recall,42,transformer,layer_2,target_value,4,0.431641,0.380859
associative_recall,42,lstm,embedding,target_value,4,0.362793,0.34375
associative_recall,42,lstm,layer_1,target_value,4,0.465332,0.359375
associative_recall,42,lstm,layer_2,target_value,4,0.46582,0.361328
associative_recall,42,gru,embedding,target_value,4,0.362793,0.34375
associative_recall,42,gru,layer_1,target_value,4,0.500488,0.40625
associative_recall,42,gru,layer_2,target_value,4,0.468262,0.357422
associative_recall,43,transformer,embedding,target_value,4,0.362793,0.34375
associative_recall,43,transformer,layer_1,target_value,4,0.380371,0.341797
associative_recall,43,transformer,layer_2,target_value,4,0.44043,0.365234
associative_recall,43,lstm,embedding,target_value,4,0.362793,0.34375
associative_recall,43,lstm,layer_1,target_value,4,0.470703,0.390625
associative_recall,43,lstm,layer_2,target_value,4,0.445312,0.376953
associative_recall,43,gru,embedding,target_value,4,0.362793,0.34375
associative_recall,43,gru,layer_1,target_value,4,0.574707,0.494141
associative_recall,43,gru,layer_2,target_value,4,0.546875,0.417969
associative_recall,44,transformer,embedding,target_value,4,0.362793,0.34375
associative_recall,44,transformer,layer_1,target_value,4,0.402832,0.337891
associative_recall,44,transformer,layer_2,target_value,4,0.44873,0.378906
associative_recall,44,lstm,embedding,target_value,4,0.362793,0.34375
associative_recall,44,lstm,layer_1,target_value,4,0.475586,0.408203
associative_recall,44,lstm,layer_2,target_value,4,0.474609,0.402344
associative_recall,44,gru,embedding,target_value,4,0.362793,0.34375
associative_recall,44,gru,layer_1,target_value,4,0.51416,0.376953
associative_recall,44,gru,layer_2,target_value,4,0.491211,0.398438
associative_recall,45,transformer,embedding,target_value,4,0.362793,0.34375
associative_recall,45,transformer,layer_1,target_value,4,0.398926,0.359375
associative_recall,45,transformer,layer_2,target_value,4,0.437988,0.332031
associative_recall,45,lstm,embedding,target_value,4,0.362793,0.34375
associative_recall,45,lstm,layer_1,target_value,4,0.447754,0.371094
associative_recall,45,lstm,layer_2,target_value,4,0.446289,0.376953
associative_recall,45,gru,embedding,target_value,4,0.362793,0.34375
associative_recall,45,gru,layer_1,target_value,4,0.433105,0.357422
associative_recall,45,gru,layer_2,target_value,4,0.375,0.292969
associative_recall,46,transformer,embedding,target_value,4,0.362793,0.34375
associative_recall,46,transformer,layer_1,target_value,4,0.396973,0.363281
associative_recall,46,transformer,layer_2,target_value,4,0.449707,0.378906
associative_recall,46,lstm,embedding,target_value,4,0.362793,0.34375
associative_recall,46,lstm,layer_1,target_value,4,0.470215,0.359375
associative_recall,46,lstm,layer_2,target_value,4,0.454102,0.349609
associative_recall,46,gru,embedding,target_value,4,0.362793,0.34375
associative_recall,46,gru,layer_1,target_value,4,0.486816,0.414062
associative_recall,46,gru,layer_2,target_value,4,0.481934,0.367188
associative_recall,47,transformer,embedding,target_value,4,0.362793,0.34375
associative_recall,47,transformer,layer_1,target_value,4,0.398926,0.351562
associative_recall,47,transformer,layer_2,target_value,4,0.432617,0.376953
associative_recall,47,lstm,embedding,target_value,4,0.362793,0.34375
associative_recall,47,lstm,layer_1,target_value,4,0.492188,0.417969
associative_recall,47,lstm,layer_2,target_value,4,0.479004,0.410156
associative_recall,47,gru,embedding,target_value,4,0.362793,0.34375
associative_recall,47,gru,layer_1,target_value,4,0.54541,0.435547
associative_recall,47,gru,layer_2,target_value,4,0.51123,0.398438
associative_recall,48,transformer,embedding,target_value,4,0.362793,0.34375
associative_recall,48,transformer,layer_1,target_value,4,0.395508,0.345703
associative_recall,48,transformer,layer_2,target_value,4,0.416016,0.382812
associative_recall,48,lstm,embedding,target_value,4,0.362793,0.34375
associative_recall,48,lstm,layer_1,target_value,4,0.477539,0.361328
associative_recall,48,lstm,layer_2,target_value,4,0.460449,0.376953
associative_recall,48,gru,embedding,target_value,4,0.362793,0.34375
associative_recall,48,gru,layer_1,target_value,4,0.508301,0.388672
associative_recall,48,gru,layer_2,target_value,4,0.477539,0.388672
associative_recall,49,transformer,embedding,target_value,4,0.362793,0.34375
associative_recall,49,transformer,layer_1,target_value,4,0.409668,0.345703
associative_recall,49,transformer,layer_2,target_value,4,0.446289,0.369141
associative_recall,49,lstm,embedding,target_value,4,0.362793,0.34375
associative_recall,49,lstm,layer_1,target_value,4,0.464844,0.375
associative_recall,49,lstm,layer_2,target_value,4,0.45752,0.371094
associative_recall,49,gru,embedding,target_value,4,0.362793,0.34375
associative_recall,49,gru,layer_1,target_value,4,0.495117,0.337891
associative_recall,49,gru,layer_2,target_value,4,0.480469,0.345703
